occ_code,occ_title,group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
47-5051,"Rock splitters, quarry",,          3600,      10.2,         13.56,         28200,           2.3,          8.16,          9.98,         13.10,         16.04,         19.75,         16980,         20760,         27260,         33360,         41080,,
47-5061,"Roof bolters, mining",,          4140,       5.8,         18.84,         39180,           0.9,         15.04,         16.80,         18.91,         20.87,         22.28,         31280,         34950,         39340,         43410,         46340,,
47-5071,"Roustabouts, oil and gas",,         33570,       4.8,         12.71,         26430,           1.5,          7.91,          9.58,         11.96,         15.20,         19.15,         16450,         19920,         24880,         31620,         39830,,
47-5081,Helpers--extraction workers,,         25550,       5.6,         13.76,         28620,           1.2,          8.79,         10.43,         13.19,         16.75,         20.11,         18280,         21690,         27430,         34840,         41820,,
47-5099,"Extraction workers, all other",,          9060,       8.5,         17.32,         36010,           3.3,          9.45,         12.26,         16.35,         20.58,         27.95,         19650,         25510,         34010,         42800,         58140,,
49-0000,"Installation, maintenance, and repair occupations",major,       5305260,       0.3,         18.30,         38050,           0.2,          9.54,         12.63,         17.25,         22.86,         28.34,         19840,         26260,         35870,         47550,         58950,,
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,        455690,       0.5,         26.15,         54390,           0.2,         15.24,         19.36,         24.99,         31.88,         39.41,         31710,         40260,         51980,         66300,         81970,,
49-2011,"Computer, automated teller, and office machine repairers",,        138210,       1.8,         18.10,         37640,           0.5,         10.75,         13.60,         17.34,         21.92,         26.83,         22370,         28290,         36060,         45590,         55810,,
49-2021,Radio mechanics,,          6170,       9.7,         18.78,         39070,           1.8,         11.10,         14.23,         18.25,         22.35,         27.23,         23080,         29590,         37960,         46490,         56640,,
49-2022,"Telecommunications equipment installers and repairers, except line installers",,        198350,       1.7,         23.72,         49330,           0.4,         15.21,         20.10,         24.33,         27.59,         32.21,         31630,         41800,         50620,         57380,         66990,,
49-2091,Avionics technicians,,         22490,       3.5,         22.57,         46940,           0.9,         16.65,         19.02,         22.42,         25.87,         29.23,         34620,         39570,         46630,         53810,         60800,,
49-2092,"Electric motor, power tool, and related repairers",,         20070,       4.5,         16.77,         34880,           1.5,          9.63,         12.35,         16.09,         20.55,         25.48,         20030,         25690,         33460,         42740,         53000,,
