CIP_Code,CIP_Desc,credential_level_tags,year,avg_debt_debt_all_stgp_any_mean,avg_postgrad_earnings,avg_income_a_mean_broad_detailed,weighted_income_a_mean_by_tot_emp,avg_income_a_pct10_broad_detailed,avg_income_a_pct90_broad_detailed,sum_employment_tot_emp
5138,Adult Health Nurse/Nursing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25704,58583,107193,80179,66588,138720,3524830
5138,Adult Health Nurse/Nursing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25915,60616,110387,82515,69178,143918,3609760
5138,Adult Health Nurse/Nursing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,26357,61309,112912,84742,71653,148966,3687970
5138,Adult Health Nurse/Nursing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,26109,,117018,87552,73327,156242,3710500
5139,Licensed Practical/Vocational Nurse Training.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,17510,,44840,44840,32510,60420,702400
5139,Licensed Practical/Vocational Nurse Training.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,17635,33769,45710,45710,32970,61030,702700
5139,Licensed Practical/Vocational Nurse Training.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,17787,35704,47050,47050,33680,62160,701690
5139,Licensed Practical/Vocational Nurse Training.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,17974,37117,39610,36577,28260,51990,2117430
5139,Licensed Practical/Vocational Nurse Training.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,18240,,41070,38010,29160,53815,2047490
5199,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,22137,,,,,,
5199,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,21923,34580,,,,,
5199,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,22895,35652,,,,,
5199,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25182,34944,,,,,
5199,"Health Professions and Related Clinical Sciences, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23396,,,,,,
5201,"Business/Commerce, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25635,,108550,115012,49569,149804,4773910
5201,"Business/Commerce, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,24514,35791,110484,116160,50317,152728,4873840
5201,"Business/Commerce, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,24951,37321,112578,117095,51305,155304,5041940
5201,"Business/Commerce, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25240,37597,112725,117394,51396,153783,4780110
5201,"Business/Commerce, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23581,,115466,120045,52607,157644,4706340
5202,"Business Administration and Management, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,27092,,98079,91713,49190,141602,12682020
5202,"Business Administration and Management, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25183,36957,100853,93690,50361,143328,12677020
5202,"Business Administration and Management, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,24965,38520,102853,95443,51512,145488,13109090
5202,"Business Administration and Management, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24824,38358,105673,98046,53142,146178,11899470
5202,"Business Administration and Management, General.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23932,,108636,101479,54588,147190,11665920
5203,Accounting Technology/Technician and Bookkeeping.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,26554,,72762,70897,38015,109518,4257670
5203,Accounting Technology/Technician and Bookkeeping.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,25465,39867,74518,73288,38989,111743,4250560
5203,Accounting Technology/Technician and Bookkeeping.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,25832,41267,75542,75441,39264,112683,4307910
5203,Accounting Technology/Technician and Bookkeeping.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,25888,42123,74812,75476,39008,110295,4042940
5203,Accounting Technology/Technician and Bookkeeping.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,24962,,76646,78091,39727,113521,3944670
5204,"Administrative Assistant and Secretarial Science, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,15188,,42064,41271,25234,62063,13658150
5204,"Administrative Assistant and Secretarial Science, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,15673,20192,42738,42063,25801,63077,13707290
5204,"Administrative Assistant and Secretarial Science, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,15247,23043,43743,43238,26486,64489,13774260
5204,"Administrative Assistant and Secretarial Science, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,14861,22827,42708,41428,26687,62209,12560600
5204,"Administrative Assistant and Secretarial Science, General.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,14909,,43963,42864,27878,63668,11839820
5205,"Business/Corporate Communications, General.",Bachelor's Degree,2016,26933,,68300,70400,32022,114396,610130
5205,"Business/Corporate Communications, General.",Bachelor's Degree,2017,27433,36550,69879,72117,33044,117036,623330
5205,"Business/Corporate Communications, General.",Bachelor's Degree,2018,25935,43049,71436,73379,33849,119484,629190
5205,"Business/Corporate Communications, General.",Bachelor's Degree,2019,28076,44327,73015,75038,35122,122069,639750
5205,"Business/Corporate Communications, General.",Bachelor's Degree,2020,28276,,75069,76869,36429,125784,628030
5206,Business/Managerial Economics.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,22238,,94060,92322,43738,156690,682060
5206,Business/Managerial Economics.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,22481,43113,95402,93838,44788,156858,702790
5206,Business/Managerial Economics.,Associate's Degree|Bachelor's Degree,2018,21759,46007,97708,94843,46795,160295,727560
5206,Business/Managerial Economics.,Associate's Degree|Bachelor's Degree,2019,21395,44171,99278,96115,48098,163585,751950
5206,Business/Managerial Economics.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,20935,,102285,98139,49510,155327,774950
5207,"Entrepreneurial and Small Business Operations, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25498,,131340,125546,50562,178990,2898830
5207,"Entrepreneurial and Small Business Operations, Other.",Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20492,34889,133240,126483,50390,184280,2936820
5207,"Entrepreneurial and Small Business Operations, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,26188,32682,135735,126961,50878,189275,3032370
5207,"Entrepreneurial and Small Business Operations, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24700,37400,140773,127902,48937,196980,2690090
5207,"Entrepreneurial and Small Business Operations, Other.",Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23057,,143617,130728,49450,202080,2629590
5208,Banking and Financial Support Services.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,25354,,82104,100590,38368,100615,5736620
5208,Banking and Financial Support Services.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,24951,47766,83058,102044,38782,102224,5795910
5208,Banking and Financial Support Services.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,24448,49826,83876,103777,39335,102669,5890570
5208,Banking and Financial Support Services.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,23897,49019,83215,105416,39021,105528,5604810
5208,Banking and Financial Support Services.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23410,,85291,108264,40040,99732,5511050
5209,Brewery/Brewpub Operations/Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,21453,,70856,80601,34111,115750,1785410
5209,Brewery/Brewpub Operations/Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20789,31668,77450,81845,36886,127169,1867440
5209,Brewery/Brewpub Operations/Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,21190,34262,79443,83576,38001,130823,1978280
5209,Brewery/Brewpub Operations/Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,21401,35654,70043,66237,34682,116048,509210
5209,Brewery/Brewpub Operations/Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21170,,71005,68167,35080,117923,440750
5210,Executive/Career Coaching.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,31668,,82168,69493,39458,125686,1930200
5210,Executive/Career Coaching.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,30973,41232,83338,71039,40025,127984,2001100
5210,Executive/Career Coaching.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,29386,43467,85225,72494,40640,130638,2079500
5210,Executive/Career Coaching.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,30326,43201,86386,73739,41406,125621,2177500
5210,Executive/Career Coaching.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,28314,,88996,75936,42869,121282,2185530
5211,International Business/Trade/Commerce.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2016,24045,,122020,113046,46852,151955,3453830
5211,International Business/Trade/Commerce.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,22523,41769,123880,113629,46960,156110,3508120
5211,International Business/Trade/Commerce.,Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,22257,42274,126078,113803,47345,159060,3630110
5211,International Business/Trade/Commerce.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,22258,43669,140773,127902,48937,196980,2690090
5211,International Business/Trade/Commerce.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,21581,,143617,130728,49450,202080,2629590
5212,Information Resources Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25806,,117705,141002,60765,155580,385050
5212,Information Resources Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,25308,48940,120660,145021,62565,159180,397920
5212,Information Resources Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,25410,50798,124530,148525,63600,166710,423860
5212,Information Resources Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,25246,50953,115810,134490,60127,155115,665300
5212,Information Resources Management.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,24500,,118683,141053,62037,158160,667660
5213,Actuarial Science.,Associate's Degree|Bachelor's Degree,2016,24336,,100682,116934,44871,144189,3450980
5213,Actuarial Science.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2017,23748,49924,102663,118106,46119,146791,3479750
5213,Actuarial Science.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2018,22912,52136,104620,118508,47212,149274,3577860
5213,Actuarial Science.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,22581,51581,105486,118267,47603,152494,3722000
5213,Actuarial Science.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,22346,,107517,120555,48203,155664,3682840
5214,Digital Marketing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,25226,,97473,101785,42147,124728,1322490
5214,Digital Marketing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,25429,39289,99929,103089,43719,127368,1383460
5214,Digital Marketing.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,24311,41705,102827,104049,45937,129245,1454570
5214,Digital Marketing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2019,24169,41554,105483,105565,47464,132220,1545390
5214,Digital Marketing.,Associate's Degree|Bachelor's Degree|Post-baccalaureate Certificate|Undergraduate Certificate or Diploma,2020,23546,,108909,108874,50017,135930,1545320
5215,Real Estate.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2016,20832,,69663,66832,24953,133740,372980
5215,Real Estate.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2017,20830,45170,69303,67729,25597,129927,375210
5215,Real Estate.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2018,21705,46806,70797,68531,25700,134117,399630
5215,Real Estate.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2019,21993,44697,71743,69014,26520,139893,425810
5215,Real Estate.,Associate's Degree|Bachelor's Degree|Undergraduate Certificate or Diploma,2020,19917,,72610,70096,27297,140367,433150
5217,Insurance.,Bachelor's Degree,2016,23085,,80617,71073,41204,132377,944350
5217,Insurance.,Bachelor's Degree|Undergraduate Certificate or Diploma,2017,23223,54556,81873,71742,42139,133656,954800
